房源名称,房型面积,户型,朝向,地区,具体地址,照片地址,链接地址,月租价格
整租·金晟年华,55.00㎡,1室1厅1卫,南北,长沙县,星沙其他-金晟年华,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1582388033947172864.html,1800 元/月
整租·佳兆业云顶梅溪湖,141.00㎡,4室2厅2卫,南北,岳麓,梅溪湖南岸-佳兆业云顶梅溪湖,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1581277776755818496.html,2200 元/月
整租·星城世家,144.13㎡,4室2厅2卫,南北,雨花,尚东-星城世家,"https://image1.ljcdn.com/110000-inspection/pc1_FyuAdJx74.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1582281836325765120.html,3900 元/月
合租·名都花园,16.00㎡,5室1厅2卫,南,雨花,赤岗冲-名都花园,https://image1.ljcdn.com/rent-user-avatar/a175eef2-a4e3-4a0a-b30a-3431cc78cb93.250x182.jpg,https://cs.lianjia.com/zufang/CS1583413503576768512.html,640 元/月
合租·茂华国际湘,20.00㎡,5室1厅2卫,南,雨花,武广新城-茂华国际湘,https://image1.ljcdn.com/rent-user-avatar/14a3df3a-dcc3-4d71-8fff-a39416faf243.250x182.jpg,https://cs.lianjia.com/zufang/CS1587321911069638656.html,1154 元/月
整租·钰龙天下二期,45.00㎡,1室1厅1卫,南,岳麓,观沙岭-钰龙天下二期,"https://image1.ljcdn.com/110000-inspection/pc1_GwtlrK335.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1582268127910035456.html,1300 元/月
整租·第一湾,84.00㎡,3室1厅1卫,北,开福,四方坪-第一湾,https://image1.ljcdn.com/rent-user-avatar/9068a520-5399-49ad-8561-14acfb3f8f35.250x182.jpg,https://cs.lianjia.com/zufang/CS1586928507638775808.html,2498 元/月
整租·恒大绿洲,111.62㎡,3室2厅1卫,南,雨花,武广新城-恒大绿洲,"https://image1.ljcdn.com/110000-inspection/pc1_4h3FLCnIP_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581889601465745408.html,3000 元/月
整租·中建嘉和城,97.00㎡,3室1厅1卫,南,雨花,万家丽南路-中建嘉和城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1581616477000171520.html,800 元/月
整租·明昇壹城,39.66㎡,1室1厅1卫,东南,雨花,武广新城-明昇壹城,"https://image1.ljcdn.com/110000-inspection/pc1_fpDrSpUCG.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581598072905924608.html,1800 元/月
整租·中航城,110.00㎡,3室2厅2卫,南,雨花,万家丽南路-中航城,"https://image1.ljcdn.com/110000-inspection/pc1_RpRMFmRK9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581512874474340352.html,2000 元/月
整租·东怡外国,47.01㎡,1室1厅1卫,南,天心,黄土岭-东怡外国,"https://image1.ljcdn.com/110000-inspection/pc1_24u1n8gEM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581587020004720640.html,2000 元/月
整租·福乐康城,137.00㎡,3室2厅2卫,东南,雨花,赤岗冲-福乐康城,"https://image1.ljcdn.com/110000-inspection/pc1_Iyy4XZVsz.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581203262881660928.html,3400 元/月
整租·城市快线,120.00㎡,3室2厅1卫,西,雨花,雨花亭-城市快线,"https://image1.ljcdn.com/110000-inspection/pc1_8E2E2WDBh.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581864391278592000.html,4200 元/月
整租·世纪城揽江苑,94.00㎡,2室2厅1卫,南,开福,湘江世纪城-世纪城揽江苑,"https://image1.ljcdn.com/110000-inspection/pc1_fgIzL5VpP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1582307929824952320.html,2200 元/月
合租·芙蓉苑乙区,18.00㎡,4室1厅1卫,东南,芙蓉,晚报-芙蓉苑乙区,https://image1.ljcdn.com/rent-user-avatar/ae475465-e270-445d-aa2f-d0ac56222669.250x182.jpg,https://cs.lianjia.com/zufang/CS1608693554740199424.html,1000 元/月
整租·人民西路208号,80.00㎡,3室1厅1卫,南,天心,五一广场-人民西路208号,"https://image1.ljcdn.com/110000-inspection/56f1673d-6c39-4c0b-aeb8-6de8811fee19.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581901424751542272.html,2500 元/月
整租·启迪协信中心,46.09㎡,1室1厅1卫,南,岳麓,观沙岭-启迪协信中心,"https://image1.ljcdn.com/110000-inspection/pc1_c3H9FrYqK.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1581965689353142272.html,1500 元/月
整租·汇景发展环球中心,56.17㎡,1室1厅1卫,南,天心,书院路-汇景发展环球中心,"https://image1.ljcdn.com/110000-inspection/pc1_UYjtp245i.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590202135989977088.html,5000 元/月
整租·壹号公馆,42.00㎡,1室1厅1卫,西,芙蓉,松桂园-壹号公馆,"https://image1.ljcdn.com/430100-inspection/prod-23fbb749-f572-4efe-a160-c1f2a7e6ed6d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1589941769556983808.html,2800 元/月
合租·柠檬丽都,15.00㎡,5室1厅1卫,南,天心,新开铺-柠檬丽都,https://image1.ljcdn.com/rent-user-avatar/7231c9a4-b382-4ff9-a688-fca809ea5500.250x182.jpg,https://cs.lianjia.com/zufang/CS2589158065744396288.html,700 元/月
整租·梅溪正荣府,136.00㎡,4室2厅2卫,南北,岳麓,岳麓其他-梅溪正荣府,"https://image1.ljcdn.com/110000-inspection/pc1_LjOZeX9vJ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1589979884145344512.html,3500 元/月
整租·万科魅力之城,129.14㎡,4室2厅1卫,南,雨花,武广新城-万科魅力之城,"https://image1.ljcdn.com/110000-inspection/pc1_ZsUoHRiCj_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590298818534965248.html,3000 元/月
合租·万国城MOMA一期,18.00㎡,5室0厅2卫,南,开福,福元西路-万国城MOMA一期,https://image1.ljcdn.com/rent-user-avatar/1267cc64-0d7b-4827-9d7d-dc97c535463b.250x182.jpg,https://cs.lianjia.com/zufang/CS2542719676338159616.html,728 元/月
整租·国泰九龙湾,41.00㎡,1室1厅1卫,西,长沙县,松雅湖-国泰九龙湾,"https://image1.ljcdn.com/110000-inspection/pc1_LAOLyclAX.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1589896403700678656.html,1650 元/月
整租·德思勤城市广场,111.00㎡,2室1厅1卫,南,雨花,德思勤-德思勤城市广场,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1589898520431689728.html,5000 元/月
合租·珠江花城一期,14.00㎡,5室0厅2卫,南,开福,福元西路-珠江花城一期,https://image1.ljcdn.com/rent-user-avatar/2edee7d6-ece7-4a49-a36e-160badb1cd80.250x182.jpg,https://cs.lianjia.com/zufang/CS2547158891201044480.html,658 元/月
合租·万国城三期,25.00㎡,5室0厅2卫,南,开福,福元西路-万国城三期,https://image1.ljcdn.com/rent-user-avatar/856c8484-a80d-4fd4-9590-cfa38b2961f0.250x182.jpg,https://cs.lianjia.com/zufang/CS2540549402016358400.html,1098 元/月
整租·奥克斯洋湖广场,47.00㎡,1室1厅1卫,南,岳麓,洋湖垸-奥克斯洋湖广场,"https://image1.ljcdn.com/110000-inspection/pc1_ngVRqYsJg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590253362928943104.html,2500 元/月
整租·荣泰广场,38.00㎡,1室1厅1卫,南,岳麓,河西人人乐-荣泰广场,"https://image1.ljcdn.com/110000-inspection/pc1_EUtsGlUdn.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1589927924058816512.html,1600 元/月
合租·金苑小区,25.00㎡,5室2厅2卫,东南,天心,黄土岭-金苑小区,https://image1.ljcdn.com/rent-user-avatar/5484a586-dbe7-492c-b5e6-3cd5c23bbf99.250x182.jpg,https://cs.lianjia.com/zufang/CS2555629465649037312.html,900 元/月
合租·东方芙蓉,20.00㎡,4室1厅2卫,南,芙蓉,马王堆-东方芙蓉,https://image1.ljcdn.com/rent-user-avatar/579f4b9d-713f-4f2e-9a62-993c0d635c70.250x182.jpg,https://cs.lianjia.com/zufang/CS2793551118498529280.html,780 元/月
整租·柠檬丽都,181.00㎡,4室2厅2卫,南,天心,新开铺-柠檬丽都,"https://image1.ljcdn.com/110000-inspection/pc1_TwMwW5nj9_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1589934212004184064.html,3500 元/月
整租·银盘鑫城,132.00㎡,3室2厅2卫,南北,长沙县,月湖-银盘鑫城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1590203827284344832.html,2000 元/月
整租·东方新世界,30.85㎡,1室1厅1卫,南,雨花,左家塘-东方新世界,"https://image1.ljcdn.com/110000-inspection/pc1_cC9eb97dH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590294901625454592.html,1500 元/月
合租·长鑫美树园,20.00㎡,5室1厅2卫,南,雨花,桂花村-长鑫美树园,https://image1.ljcdn.com/rent-user-avatar/c888cb89-ce25-454e-bd05-2609cc7778c0.250x182.jpg,https://cs.lianjia.com/zufang/CS2738277301870395392.html,750 元/月
合租·恒盛世家,18.00㎡,5室1厅2卫,南,雨花,铁道学院-恒盛世家,https://image1.ljcdn.com/rent-user-avatar/7c700a9e-52b2-49f8-a6a3-80352d58a6ce.250x182.jpg,https://cs.lianjia.com/zufang/CS2791987485146611712.html,583 元/月
整租·红墅湾,310.00㎡,5室2厅2卫,南,雨花,武广新城-红墅湾,"https://image1.ljcdn.com/110000-inspection/pc1_yoejyVpaP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590282589225091072.html,9999 元/月
整租·融科三万英尺,42.00㎡,1室1厅1卫,西,雨花,雨花亭-融科三万英尺,"https://image1.ljcdn.com/110000-inspection/pc1_414sKu0J8.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590272613127553024.html,1600 元/月
整租·星尚公寓,50.00㎡,1室1厅1卫,南,开福,四方坪-星尚公寓,https://image1.ljcdn.com/rent-user-avatar/58f5fe42-0076-4c56-89f1-6aa743bdf65a.250x182.jpg,https://cs.lianjia.com/zufang/CS2733182799426633728.html,1738 元/月
整租·世纪城融江苑,144.28㎡,3室2厅2卫,南,开福,湘江世纪城-世纪城融江苑,"https://image1.ljcdn.com/110000-inspection/pc1_YKPQwAE1n.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590296189503275008.html,2000 元/月
整租·荷花苑,101.00㎡,3室2厅2卫,南,芙蓉,德政园-荷花苑,"https://image1.ljcdn.com/110000-inspection/pc1_XLRMHH2kj.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590255189565112320.html,2000 元/月
整租·金色屋顶,150.00㎡,3室2厅2卫,南,开福,伍家岭-金色屋顶,"https://image1.ljcdn.com/110000-inspection/pc1_phreF4HdC.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590224707938942976.html,6800 元/月
合租·金霞小区,20.00㎡,4室1厅2卫,东南,开福,开福区政府-金霞小区,https://image1.ljcdn.com/rent-user-avatar/c99dc33c-dcd5-4bc0-a33a-d1901cf414ba.250x182.jpg,https://cs.lianjia.com/zufang/CS2677520787883433984.html,750 元/月
整租·万坤图财富广场,475.00㎡,4室4厅0卫,西西北,雨花,树木岭-万坤图财富广场,"https://image1.ljcdn.com/110000-inspection/pc1_3xtVjR0gv.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1590204212241760256.html,30875 元/月
整租·三湘小区,90.00㎡,3室2厅1卫,南北,雨花,韶山南路-三湘小区,"https://image1.ljcdn.com/110000-inspection/pc1_DsIDPtorh.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1591360878530265088.html,1800 元/月
整租·远洋外滩壹号,46.00㎡,1室1厅1卫,南,岳麓,观沙岭-远洋外滩壹号,"https://image1.ljcdn.com/110000-inspection/pc1_QgV4XhQ8f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1591298114382200832.html,2980 元/月
整租·桂花社区,60.63㎡,2室1厅1卫,东南,雨花,桂花村-桂花社区,"https://image1.ljcdn.com/110000-inspection/pc1_9yBdcfcgQ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1591339504415801344.html,1800 元/月
整租·吉景小区,68.00㎡,3室1厅1卫,南,开福,松桂园-吉景小区,"https://image1.ljcdn.com/110000-inspection/pc1_OGgpLdLad.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1584465675080957952.html,2300 元/月
整租·万科魅力之城,43.65㎡,1室1厅1卫,东,雨花,武广新城-万科魅力之城,"https://image1.ljcdn.com/110000-inspection/pc1_MdXc7RJFo.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1584419427296739328.html,1350 元/月
合租·天下一家,15.00㎡,5室1厅1卫,南,雨花,高桥-天下一家,https://image1.ljcdn.com/rent-user-avatar/e64eadc3-ef28-49d5-8b70-14ef867b930a.250x182.jpg,https://cs.lianjia.com/zufang/CS2903473961511682048.html,680 元/月
整租·南颐园,138.00㎡,3室2厅2卫,南,雨花,汽车南站-南颐园,"https://image1.ljcdn.com/110000-inspection/pc1_NSDSHmQj3_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1584876566020620288.html,2500 元/月
整租·悦购广场,50.80㎡,1室0厅1卫,南,岳麓,河西大学城-悦购广场,"https://image1.ljcdn.com/110000-inspection/pc1_oflORRl87.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1584898654802542592.html,1600 元/月
整租·明发阅江悦府,112.00㎡,4室2厅2卫,南,望城,金星北-明发阅江悦府,"https://image1.ljcdn.com/110000-inspection/pc1_92vjLTRyX_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1584862458198097920.html,1700 元/月
合租·楚湘社区,15.00㎡,4室1厅2卫,南,天心,书院路-楚湘社区,https://image1.ljcdn.com/rent-user-avatar/6d83d75c-d869-4979-a59d-054188a13fe0.250x182.jpg,https://cs.lianjia.com/zufang/CS1638899058913312768.html,900 元/月
整租·新城和樾,35.99㎡,1室1厅1卫,东南,开福,金霞-新城和樾,"https://image1.ljcdn.com/110000-inspection/pc1_ZeTJ4c8vp.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585573061908758528.html,1500 元/月
整租·科大佳园北苑,157.00㎡,4室2厅2卫,南北,开福,四方坪-科大佳园北苑,"https://image1.ljcdn.com/110000-inspection/pc1_4DX3fZmjU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585465723453440000.html,2600 元/月
合租·华府一航线,16.00㎡,4室1厅2卫,北,开福,烈士公园-华府一航线,https://image1.ljcdn.com/rent-user-avatar/29306f72-e329-42d0-b412-a9273d26bedd.250x182.jpg,https://cs.lianjia.com/zufang/CS1639121365535555584.html,800 元/月
整租·滨江雅苑,84.00㎡,2室2厅1卫,南,望城,滨江雅苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1585201605458788352.html,1100 元/月
整租·凯旋帝景,143.00㎡,4室2厅2卫,南,长沙县,星沙其他-凯旋帝景,"https://image1.ljcdn.com/110000-inspection/pc1_9JlkpRqMG_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585187048099151872.html,2600 元/月
整租·华远海蓝郡,35.00㎡,2室1厅1卫,南,长沙县,星沙其他-华远海蓝郡,"https://image1.ljcdn.com/110000-inspection/pc1_phv0dvcRA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585571936547635200.html,1500 元/月
整租·友兴家园,35.00㎡,1室0厅1卫,南,雨花,高桥-友兴家园,https://image1.ljcdn.com/rent-user-avatar/10ecaea5-1b86-425a-b343-ffb1b2f13835.250x182.jpg,https://cs.lianjia.com/zufang/CS1639832866567225344.html,1000 元/月
整租·茂华禧都会,148.75㎡,3室2厅2卫,南,雨花,武广新城-茂华禧都会,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1585547440939859968.html,3300 元/月
整租·怡景民居,90.00㎡,2室2厅1卫,南,雨花,赤岗冲-怡景民居,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1585470730680664064.html,1750 元/月
合租·天下一家,20.00㎡,4室2厅2卫,南,雨花,高桥-天下一家,https://image1.ljcdn.com/rent-user-avatar/0f6a9d0d-a666-48dc-8f57-7c053ed1f7d8.250x182.jpg,https://cs.lianjia.com/zufang/CS1570989706949165056.html,910 元/月
整租·融科东南海,30.00㎡,1室0厅1卫,南,雨花,树木岭-融科东南海,https://image1.ljcdn.com/rent-user-avatar/03f3ad0a-9703-419b-924a-a419ac8c0525.250x182.jpg,https://cs.lianjia.com/zufang/CS1602522408298741760.html,1200 元/月
整租·恒大御景半岛二期、三期,64.00㎡,2室2厅1卫,南,开福,湘江世纪城-恒大御景半岛二期、三期,"https://image1.ljcdn.com/110000-inspection/pc1_qUNnz6DKE.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585572792059822080.html,3980 元/月
整租·南山雍江汇一期,107.00㎡,3室2厅2卫,南,岳麓,滨江新城-南山雍江汇一期,"https://image1.ljcdn.com/110000-inspection/e0284f89-c3a6-473f-8a5e-46eb9affcf01.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585545469474373632.html,4000 元/月
整租·星湖湾一期,175.00㎡,5室2厅2卫,南,长沙县,开元路-星湖湾一期,"https://image1.ljcdn.com/110000-inspection/fd866b90-061d-4876-ac2f-916afcd9f2c1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585479235294724096.html,3380 元/月
整租·维一星城,158.00㎡,3室2厅2卫,南,芙蓉,浏城桥-维一星城,"https://image1.ljcdn.com/430100-inspection/pc1_she0PeIRX_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585585268994342912.html,4000 元/月
整租·他城时代公寓,41.00㎡,1室1厅1卫,南,天心,铁道学院-他城时代公寓,"https://image1.ljcdn.com/110000-inspection/pc1_FAScgSRAk.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585585361566826496.html,1400 元/月
整租·静园山庄,151.00㎡,3室3厅2卫,南北,岳麓,雷锋大道-静园山庄,"https://image1.ljcdn.com/110000-inspection/pc1_jraw1p6W1_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585472786023841792.html,2600 元/月
合租·长沙市国土资源局芙蓉区分局,20.00㎡,5室1厅1卫,南,芙蓉,晚报-长沙市国土资源局芙蓉区分局,https://image1.ljcdn.com/rent-user-avatar/7aa7aca6-982f-45be-9ce5-c037b6e274ad.250x182.jpg,https://cs.lianjia.com/zufang/CS1642002357434712064.html,768 元/月
整租·颐美会现代城,33.00㎡,1室0厅1卫,东,芙蓉,浏城桥-颐美会现代城,"https://image1.ljcdn.com/110000-inspection/d083a504-96d9-4dda-aa60-517fb0777c78.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585213520520151040.html,1900 元/月
整租·北大资源时光,74.00㎡,4室2厅2卫,南北,岳麓,洋湖垸-北大资源时光,"https://image1.ljcdn.com/110000-inspection/pc1_Uv0HLrWYv_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585170269197041664.html,4000 元/月
合租·朝阳欣园,22.00㎡,4室1厅2卫,南,雨花,桂花村-朝阳欣园,https://image1.ljcdn.com/rent-user-avatar/8ce00df2-428e-46d0-89fd-88064288e079.250x182.jpg,https://cs.lianjia.com/zufang/CS1644334124426592256.html,1100 元/月
整租·复地星光天地,380.00㎡,3室2厅1卫,南北,雨花,德思勤-复地星光天地,"https://image1.ljcdn.com/110000-inspection/e9384aefbb187c90168c2681c5aa37b3-092.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1585184304395190272.html,32000 元/月
整租·佳兆业云顶梅溪湖,113.00㎡,3室2厅2卫,南,岳麓,梅溪湖南岸-佳兆业云顶梅溪湖,"https://image1.ljcdn.com/110000-inspection/pc1_D3jFZQZwd.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1587421430205644800.html,3600 元/月
